Item_Identifier,Item_Weight,Item_Visibility,Year,Outlet_Identifier,Item_Type,Item_MRP,MRP_Level,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Converted Sales
FDV58,20.85,0.121250374,19,OUT046,Snack Foods,193.9452,High,3,Tier 1,Supermarket Type1,1565.9616,1.018
FDW36,11.15,0.056656942,31,OUT027,Baking Goods,106.2622,Medium,2,Tier 3,Supermarket Type3,2328.9684,1.514
FDT03,21.25,0.01001904,14,OUT045,Meat,184.6608,High,2,Tier 2,Supermarket Type1,367.5216,0.239
FDN49,17.25,0.209600084,18,OUT010,Breakfast,40.348,Low,2,Tier 3,Grocery Store,39.948,0.026
FDI41,18.5,0.062256921,19,OUT046,Frozen Foods,148.0418,High,3,Tier 1,Supermarket Type1,2059.9852,1.339
FDZ57,10.0,0.037581431,31,OUT027,Snack Foods,130.1994,Medium,2,Tier 3,Supermarket Type3,3582.085935,2.328
FDG40,13.65,0.039824346,19,OUT046,Frozen Foods,32.8558,Low,3,Tier 1,Supermarket Type1,645.1602,0.419
DRJ59,11.65,0.019451167,7,OUT018,Hard Drinks,37.0164,Low,2,Tier 3,Supermarket Type2,363.9554813,0.237
NCA53,11.395,0.009878459,19,OUT046,Health and Hygiene,47.6034,Low,3,Tier 1,Supermarket Type1,1312.2918,0.853
DRM47,9.3,0.073288275,18,OUT010,Hard Drinks,189.1846,High,2,Tier 3,Grocery Store,382.1692,0.248
FDO49,10.6,0.033103556,17,OUT049,Breakfast,48.9008,Low,2,Tier 1,Supermarket Type1,708.4112,0.46
FDQ23,6.55,0.024575567,14,OUT045,Breads,104.3332,Medium,2,Tier 2,Supermarket Type1,1618.641365,1.052
FDX23,6.445,0.029751978,14,OUT045,Baking Goods,93.4436,Medium,2,Tier 2,Supermarket Type1,1448.31468,0.941
DRE01,10.1,0.168100696,9,OUT017,Soft Drinks,242.8512,Very_High,2,Tier 2,Supermarket Type1,3920.9069,2.549
FDN09,14.15,0.034705807,31,OUT027,Snack Foods,241.6828,Very_High,2,Tier 3,Supermarket Type3,4873.656,3.168
NCM42,6.13,0.028321492,19,OUT046,Household,108.0912,Medium,3,Tier 1,Supermarket Type1,1719.642396,1.118
FDR36,6.715,0.12177541,17,OUT049,Baking Goods,43.0454,Low,2,Tier 1,Supermarket Type1,857.9144017,0.558
FDN49,17.25,0.125224466,19,OUT046,Breakfast,41.248,Low,3,Tier 1,Supermarket Type1,679.116,0.441
NCN14,19.1,0.091900406,12,OUT035,Others,182.5608,High,3,Tier 2,Supermarket Type1,3012.592264,1.958
FDB47,8.8,0.071429389,19,OUT046,Snack Foods,207.4612,Very_High,3,Tier 1,Supermarket Type1,3283.290812,2.134
DRL23,18.35,0.0152302,31,OUT027,Hard Drinks,107.0938,Medium,2,Tier 3,Supermarket Type3,3182.807088,2.069
FDB05,5.155,0.083129106,29,OUT013,Frozen Foods,248.1776,Very_High,1,Tier 3,Supermarket Type1,3945.572198,2.565
FDA02,14.0,0.02976887,17,OUT049,Dairy,145.4786,High,2,Tier 1,Supermarket Type1,1300.3074,0.845
FDS13,6.465,0.124506117,19,OUT046,Canned,264.7884,Very_High,3,Tier 1,Supermarket Type1,3709.8376,2.411
FDN57,18.25,0.054234197,19,OUT046,Snack Foods,142.0154,High,3,Tier 1,Supermarket Type1,2269.0464,1.475
FDY27,6.38,0.031892144,12,OUT035,Dairy,177.7344,High,3,Tier 2,Supermarket Type1,2971.782647,1.932
FDP08,20.5,0.111865695,31,OUT027,Fruits and Vegetables,191.8478,High,2,Tier 3,Supermarket Type3,4529.181767,2.944
NCB43,20.2,0.099912316,19,OUT046,Household,186.8898,High,3,Tier 1,Supermarket Type1,2934.271906,1.907
FDK45,11.65,0.033996111,7,OUT018,Seafood,114.786,Medium,2,Tier 3,Supermarket Type2,1571.463683,1.021
FDZ01,8.975,0.01516265,18,OUT010,Canned,101.899,Medium,2,Tier 3,Grocery Store,103.199,0.067
FDX37,16.2,0.063157164,14,OUT045,Canned,99.47,Medium,2,Tier 2,Supermarket Type1,1536.972412,0.999
FDD38,16.75,0.008204465,17,OUT049,Canned,99.8674,Medium,2,Tier 1,Supermarket Type1,2342.9502,1.523
FDD51,11.15,0.120441348,7,OUT018,Dairy,43.7744,Low,2,Tier 3,Supermarket Type2,451.710305,0.294
NCF54,18.0,0.047337627,29,OUT013,Household,173.6422,High,1,Tier 3,Supermarket Type1,2768.076062,1.799
FDO36,19.7,0.130411797,18,OUT010,Baking Goods,180.566,High,2,Tier 3,Grocery Store,943.9381625,0.614
NCJ05,18.7,0.046079558,12,OUT035,Health and Hygiene,151.5682,High,3,Tier 2,Supermarket Type1,1982.0866,1.288
FDG34,11.5,0.037563325,12,OUT035,Snack Foods,109.5254,Medium,3,Tier 2,Supermarket Type1,1627.881,1.058
FDQ28,14.0,0.070015099,7,OUT018,Frozen Foods,155.6656,High,2,Tier 3,Supermarket Type2,2245.634163,1.46
FDZ51,11.3,0.054507422,29,OUT013,Meat,96.3094,Medium,1,Tier 3,Supermarket Type1,666.4658,0.433
FDP26,7.785,0.139835844,14,OUT045,Dairy,104.7306,Medium,2,Tier 2,Supermarket Type1,1605.09248,1.043
FDG32,19.85,0.17514326,31,OUT027,Fruits and Vegetables,222.3772,Very_High,2,Tier 3,Supermarket Type3,9562.2196,6.215
FDM46,7.365,0.160619486,7,OUT018,Snack Foods,93.612,Medium,2,Tier 3,Supermarket Type2,1219.974822,0.793
FDY27,6.38,0.031925034,17,OUT049,Dairy,178.5344,High,2,Tier 1,Supermarket Type1,2937.227545,1.909
FDW51,6.155,0.094641972,12,OUT035,Meat,212.056,Very_High,3,Tier 2,Supermarket Type1,3539.155267,2.3
FDE40,15.6,0.099061255,29,OUT013,Dairy,63.7194,Low,1,Tier 3,Supermarket Type1,1117.717808,0.727
FDS25,6.885,0.14057889,7,OUT018,Canned,112.1228,Medium,2,Tier 3,Supermarket Type2,663.1368,0.431
FDA14,16.1,0.114127418,31,OUT019,Dairy,147.176,High,3,Tier 1,Grocery Store,585.904,0.381
FDZ55,6.055,0.025552424,9,OUT017,Fruits and Vegetables,158.492,High,2,Tier 2,Supermarket Type1,3994.8,2.597
NCP14,8.275,0.184602443,18,OUT010,Household,106.5306,Medium,2,Tier 3,Grocery Store,-242.8276761,-0.158
FDO24,11.1,0.176573035,14,OUT045,Baking Goods,157.4604,High,2,Tier 2,Supermarket Type1,3010.7476,1.957
NCB19,6.525,0.090220566,29,OUT013,Household,86.4882,Medium,1,Tier 3,Supermarket Type1,1403.937681,0.913
FDP13,8.1,0.134323555,19,OUT046,Canned,38.948,Low,3,Tier 1,Supermarket Type1,694.7240256,0.452
FDQ58,7.315,0.01522774,31,OUT027,Snack Foods,154.134,High,2,Tier 3,Supermarket Type3,3913.981431,2.544
FDQ59,9.8,0.056616236,7,OUT018,Breads,84.6908,Medium,2,Tier 3,Supermarket Type2,1143.374741,0.743
DRM49,6.11,0.15121816,31,OUT027,Soft Drinks,45.9086,Low,2,Tier 3,Supermarket Type3,2250.828007,1.463
FDL09,19.6,0.128235131,17,OUT049,Snack Foods,169.2816,High,2,Tier 1,Supermarket Type1,1174.4712,0.763
FDQ47,7.155,0.281509514,18,OUT010,Breads,33.8874,Low,2,Tier 3,Grocery Store,35.2874,0.023
FDX47,6.55,0.0345978,12,OUT035,Breads,155.4288,High,3,Tier 2,Supermarket Type1,2668.446028,1.734
FDJ56,8.985,0.183403018,19,OUT046,Fruits and Vegetables,100.47,Medium,3,Tier 1,Supermarket Type1,1599.391404,1.04
NCF06,6.235,0.020100543,31,OUT027,Household,258.8962,Very_High,2,Tier 3,Supermarket Type3,5518.258816,3.587
FDJ14,10.3,0.050274442,7,OUT018,Canned,81.796,Medium,2,Tier 3,Supermarket Type2,1099.457577,0.715
FDG33,5.365,0.245542627,31,OUT019,Seafood,172.2764,High,3,Tier 1,Grocery Store,171.7764,0.112
FDX32,15.1,0.1748389,31,OUT019,Fruits and Vegetables,142.8786,High,3,Tier 1,Grocery Store,433.4358,0.282
FDW40,14.0,0.105145451,19,OUT046,Frozen Foods,144.2812,High,3,Tier 1,Supermarket Type1,4844.3608,3.149
DRA24,19.35,0.040090887,7,OUT018,Soft Drinks,163.6868,High,2,Tier 3,Supermarket Type2,2375.927568,1.544
DRD37,9.8,0.013774708,31,OUT027,Soft Drinks,45.106,Low,2,Tier 3,Supermarket Type3,2218.038879,1.442
NCQ54,17.7,0.012567811,14,OUT045,Household,168.4474,High,2,Tier 2,Supermarket Type1,2358.2636,1.533
NCO05,7.27,0.046653872,14,OUT045,Health and Hygiene,98.6384,Medium,2,Tier 2,Supermarket Type1,1970.768,1.281
DRG25,10.5,0.019046089,12,OUT035,Soft Drinks,188.424,High,3,Tier 2,Supermarket Type1,2237.088,1.454
FDZ20,16.1,0.034446714,7,OUT018,Fruits and Vegetables,253.3356,Very_High,2,Tier 3,Supermarket Type2,3727.353765,2.423
DRZ24,7.535,0.081787519,19,OUT046,Soft Drinks,120.844,Medium,3,Tier 1,Supermarket Type1,2157.192,1.402
FDH48,13.5,0.060468922,12,OUT035,Baking Goods,85.254,Medium,3,Tier 2,Supermarket Type1,1528.44249,0.993
FDB41,19.0,0.097709541,7,OUT018,Frozen Foods,48.6718,Low,2,Tier 3,Supermarket Type2,614.5334,0.399
NCA18,10.1,0.093862362,18,OUT010,Household,115.9492,Medium,2,Tier 3,Grocery Store,231.6984,0.151
FDX33,9.195,0.118149377,9,OUT017,Snack Foods,160.5578,High,2,Tier 2,Supermarket Type1,1283.6624,0.834
NCN19,13.1,0.013246464,19,OUT046,Others,189.253,High,3,Tier 1,Supermarket Type1,1518.024,0.987
FDU22,12.35,0.093485761,14,OUT045,Snack Foods,119.6124,Medium,2,Tier 2,Supermarket Type1,1844.901517,1.199
FDR02,16.7,0.022047313,29,OUT013,Dairy,110.2886,Medium,1,Tier 3,Supermarket Type1,1890.2062,1.229
FDJ32,10.695,0.096732533,18,OUT010,Fruits and Vegetables,62.4536,Low,2,Tier 3,Grocery Store,-888.5569317,-0.578
FDI52,18.7,0.105104552,7,OUT018,Frozen Foods,121.7072,Medium,2,Tier 3,Supermarket Type2,1347.5792,0.876
FDN08,7.72,0.095844403,7,OUT018,Fruits and Vegetables,117.7466,Medium,2,Tier 3,Supermarket Type2,1296.3126,0.843
FDW55,12.6,0.022014451,14,OUT045,Fruits and Vegetables,248.2092,Very_High,2,Tier 2,Supermarket Type1,3902.193959,2.536
FDP52,18.7,0.071091591,9,OUT017,Frozen Foods,228.601,Very_High,2,Tier 2,Supermarket Type1,4823.721,3.135
FDW57,8.31,0.115117203,31,OUT027,Snack Foods,178.6028,High,2,Tier 3,Supermarket Type3,4321.75091,2.809
NCY30,20.25,0.045440803,31,OUT019,Household,179.5976,High,3,Tier 1,Grocery Store,936.2292269,0.609
DRH36,16.2,0.033218416,31,OUT027,Soft Drinks,74.7696,Medium,2,Tier 3,Supermarket Type3,2676.646345,1.74
DRE49,20.75,0.021293097,14,OUT045,Soft Drinks,151.9024,High,2,Tier 2,Supermarket Type1,2732.4432,1.776
DRE27,11.85,0.132939639,14,OUT045,Dairy,98.0726,Medium,2,Tier 2,Supermarket Type1,1761.7068,1.145
FDB26,14.0,0.031330907,14,OUT045,Canned,52.364,Low,2,Tier 2,Supermarket Type1,745.696,0.485
FDU44,12.15,0.058425726,19,OUT046,Fruits and Vegetables,163.2552,High,3,Tier 1,Supermarket Type1,2642.115941,1.717
FDG16,15.25,0.157257637,31,OUT019,Frozen Foods,215.0192,Very_High,3,Tier 1,Grocery Store,1078.596,0.701
NCY05,13.5,0.054723717,31,OUT027,Health and Hygiene,36.6874,Low,2,Tier 3,Supermarket Type3,1058.622,0.688
NCF43,8.51,0.051945908,19,OUT046,Household,141.547,High,3,Tier 1,Supermarket Type1,2236.271629,1.454
FDU59,5.78,0.096536082,17,OUT049,Breads,162.8552,High,2,Tier 1,Supermarket Type1,3574.0144,2.323
FDS46,17.6,0.082741482,31,OUT019,Snack Foods,118.7782,Medium,3,Tier 1,Grocery Store,119.1782,0.077
FDC17,12.15,0.015460726,19,OUT046,Frozen Foods,211.8928,Very_High,3,Tier 1,Supermarket Type1,5890.9984,3.829
NCA42,6.965,0.028664878,7,OUT018,Household,159.0604,High,2,Tier 3,Supermarket Type2,2236.1373,1.453
FDR23,15.85,0.094750463,9,OUT017,Breads,174.737,High,2,Tier 2,Supermarket Type1,2822.992,1.835
FDL33,7.235,0.108477244,12,OUT035,Snack Foods,197.2452,High,3,Tier 2,Supermarket Type1,2348.9424,1.527
DRM23,16.6,0.136500981,9,OUT017,Hard Drinks,173.3422,High,2,Tier 2,Supermarket Type1,4138.6128,2.69
FDU60,20.0,0.059889718,12,OUT035,Baking Goods,168.5132,High,3,Tier 2,Supermarket Type1,2874.9244,1.869
FDT55,13.6,0.043646901,12,OUT035,Fruits and Vegetables,155.7946,High,3,Tier 2,Supermarket Type1,3471.4812,2.256
FDC46,17.7,0.117017229,7,OUT018,Snack Foods,185.1266,High,2,Tier 3,Supermarket Type2,2652.00863,1.724
FDK27,11.0,0.008939091,29,OUT013,Meat,122.7756,Medium,1,Tier 3,Supermarket Type1,2007.590434,1.305
FDX34,6.195,0.072278769,7,OUT018,Snack Foods,120.6098,Medium,2,Tier 3,Supermarket Type2,1807.647,1.175
FDB47,8.8,0.071540443,17,OUT049,Snack Foods,210.6612,Very_High,2,Tier 1,Supermarket Type1,2508.7344,1.631
NCS17,18.6,0.080829372,7,OUT018,Health and Hygiene,96.4436,Medium,2,Tier 3,Supermarket Type2,2741.7644,1.782
FDX28,6.325,0.12588618,9,OUT017,Frozen Foods,101.2042,Medium,2,Tier 2,Supermarket Type1,1724.047658,1.121
FDL48,19.35,0.082731751,9,OUT017,Baking Goods,49.2034,Low,2,Tier 2,Supermarket Type1,777.6544,0.505
NCF18,18.35,0.088965771,12,OUT035,Household,189.8504,High,3,Tier 2,Supermarket Type1,3126.465886,2.032
FDI53,8.895,0.136978402,31,OUT027,Frozen Foods,160.4236,High,2,Tier 3,Supermarket Type3,4035.183133,2.623
FDE46,18.6,0.015858893,9,OUT017,Snack Foods,152.9366,High,2,Tier 2,Supermarket Type1,453.4098,0.295
FDW58,20.75,0.007546808,29,OUT013,Snack Foods,104.1622,Medium,1,Tier 3,Supermarket Type1,1693.7952,1.101
NCQ30,7.725,0.029117482,17,OUT049,Household,123.0414,Medium,2,Tier 1,Supermarket Type1,1583.9382,1.03
FDG21,17.35,0.146895866,7,OUT018,Seafood,149.605,High,2,Tier 3,Supermarket Type2,3745.125,2.434
FDZ33,10.195,0.10739705,19,OUT046,Snack Foods,149.5076,High,3,Tier 1,Supermarket Type1,2375.505643,1.544
FDW10,21.2,0.070662917,12,OUT035,Snack Foods,177.037,High,3,Tier 2,Supermarket Type1,2955.233345,1.921
NCS29,9.0,0.121765124,31,OUT019,Health and Hygiene,264.1884,Very_High,3,Tier 1,Grocery Store,264.9884,0.172
NCE43,12.5,0.10402738,9,OUT017,Household,172.2448,High,2,Tier 2,Supermarket Type1,1874.8928,1.219
FDK15,10.8,0.098566832,17,OUT049,Meat,98.3042,Medium,2,Tier 1,Supermarket Type1,1488.063,0.967
NCK54,12.15,0.029517792,12,OUT035,Household,114.815,Medium,3,Tier 2,Supermarket Type1,1968.813236,1.28
NCO42,21.25,0.024795057,9,OUT017,Household,147.4102,High,2,Tier 2,Supermarket Type1,3791.0652,2.464
FDQ10,12.85,0.033366906,9,OUT017,Snack Foods,171.7422,High,2,Tier 2,Supermarket Type1,2837.869118,1.845
FDD04,16.0,0.08989642,29,OUT013,Dairy,143.4154,High,1,Tier 3,Supermarket Type1,1985.4156,1.291
FDZ40,8.935,0.040346436,7,OUT018,Frozen Foods,53.7298,Low,2,Tier 3,Supermarket Type2,593.2278,0.386
FDW10,21.2,0.070676281,19,OUT046,Snack Foods,176.337,High,3,Tier 1,Supermarket Type1,2799.97055,1.82
FDX02,16.0,0.057148803,17,OUT049,Dairy,224.3404,Very_High,2,Tier 1,Supermarket Type1,3646.209093,2.37
FDX57,17.25,0.047257274,12,OUT035,Snack Foods,97.0068,Medium,3,Tier 2,Supermarket Type1,1757.986059,1.143
FDL38,13.8,0.014733108,19,OUT046,Canned,89.4172,Medium,3,Tier 1,Supermarket Type1,1500.896889,0.976
FDQ32,17.85,0.04670302,14,OUT045,Fruits and Vegetables,122.2388,Medium,2,Tier 2,Supermarket Type1,1938.333171,1.26
NCN06,8.39,0.120684607,17,OUT049,Household,164.9868,High,2,Tier 1,Supermarket Type1,2686.517989,1.746
FDS28,8.18,0.144274551,31,OUT019,Frozen Foods,55.2588,Low,3,Tier 1,Grocery Store,-947.1541021,-0.616
DRQ35,9.3,0.042283454,12,OUT035,Hard Drinks,125.4388,Medium,3,Tier 2,Supermarket Type1,3715.164,2.415
FDF14,7.55,0.027169816,19,OUT046,Canned,154.834,High,3,Tier 1,Supermarket Type1,2471.996637,1.607
FDH57,10.895,0.035949725,9,OUT017,Fruits and Vegetables,132.9284,Medium,2,Tier 2,Supermarket Type1,3295.71,2.142
FDS03,7.825,0.079243005,31,OUT027,Meat,65.8826,Low,2,Tier 3,Supermarket Type3,1614.565,1.049
FDW21,5.34,0.005958918,29,OUT013,Snack Foods,101.6358,Medium,1,Tier 3,Supermarket Type1,1709.1086,1.111
FDT15,12.15,0.042646003,29,OUT013,Meat,183.295,High,1,Tier 3,Supermarket Type1,2987.653553,1.942
NCI29,8.6,0.032621545,19,OUT046,Health and Hygiene,143.2154,High,3,Tier 1,Supermarket Type1,2127.231,1.383
DRE60,9.395,0.159983523,7,OUT018,Soft Drinks,225.472,Very_High,2,Tier 3,Supermarket Type2,3271.811224,2.127
FDE26,9.3,0.089368341,7,OUT018,Canned,143.8786,High,2,Tier 3,Supermarket Type2,2014.440863,1.309
FDC33,8.96,0.069328283,9,OUT017,Fruits and Vegetables,198.6768,High,2,Tier 2,Supermarket Type1,3294.674131,2.142
FDY40,15.5,0.143670179,18,OUT010,Frozen Foods,48.4692,Low,2,Tier 3,Grocery Store,49.2692,0.032
FDH14,17.1,0.047073322,9,OUT017,Canned,138.6838,High,2,Tier 2,Supermarket Type1,2950.1598,1.918
FDC16,11.5,0.020565921,12,OUT035,Dairy,86.054,Medium,3,Tier 2,Supermarket Type1,1384.864,0.9
FDB39,11.6,0.038736838,9,OUT017,Dairy,55.8272,Low,2,Tier 2,Supermarket Type1,1454.1072,0.945
NCZ18,7.825,0.185913021,29,OUT013,Household,252.4698,Very_High,1,Tier 3,Supermarket Type1,3970.06239,2.581
FDE32,20.7,0.04875891,19,OUT046,Fruits and Vegetables,37.3506,Low,3,Tier 1,Supermarket Type1,834.9132,0.543
FDV15,10.3,0.146399712,17,OUT049,Meat,103.9648,Medium,2,Tier 1,Supermarket Type1,1661.8368,1.08
FDC59,16.7,0.054937907,9,OUT017,Starchy Foods,64.2168,Low,2,Tier 2,Supermarket Type1,1661.8368,1.08
FDT45,15.85,0.057313443,19,OUT046,Snack Foods,53.3956,Low,3,Tier 1,Supermarket Type1,1364.89,0.887
FDV09,12.1,0.036012919,31,OUT019,Snack Foods,148.0734,High,3,Tier 1,Grocery Store,593.8936,0.386
FDT24,12.35,0.186236236,14,OUT045,Baking Goods,78.7328,Medium,2,Tier 2,Supermarket Type1,1390.1904,0.904
NCK19,9.8,0.151420934,18,OUT010,Others,194.3478,High,2,Tier 3,Grocery Store,387.4956,0.252
DRK01,7.63,0.061159246,17,OUT049,Soft Drinks,92.5436,Medium,2,Tier 1,Supermarket Type1,1607.2412,1.045
FDN24,14.1,0.113246012,12,OUT035,Baking Goods,52.7956,Low,3,Tier 2,Supermarket Type1,1014.393,0.659
FDZ02,6.905,0.03822479,14,OUT045,Dairy,99.8726,Medium,2,Tier 2,Supermarket Type1,587.2356,0.382
FDU07,11.1,0.059940022,17,OUT049,Fruits and Vegetables,149.1366,High,2,Tier 1,Supermarket Type1,4231.8248,2.751
FDT35,19.85,0.081620573,14,OUT045,Breads,169.7816,High,2,Tier 2,Supermarket Type1,2672.174457,1.737
FDO22,13.5,0.017960492,9,OUT017,Snack Foods,81.596,Medium,2,Tier 2,Supermarket Type1,639.168,0.415
FDA07,7.55,0.031007381,14,OUT045,Fruits and Vegetables,123.4072,Medium,2,Tier 2,Supermarket Type1,2082.6224,1.354
FDY34,10.5,0.010928678,31,OUT027,Snack Foods,167.0842,High,2,Tier 3,Supermarket Type3,6465.5838,4.203
FDG33,5.365,0.13956116,31,OUT027,Seafood,170.4764,High,2,Tier 3,Supermarket Type3,3435.528,2.233
FDV16,7.75,0.082915017,12,OUT035,Frozen Foods,34.9558,Low,3,Tier 2,Supermarket Type1,645.1602,0.419
FDD48,10.395,0.030152986,12,OUT035,Baking Goods,114.5176,Medium,3,Tier 2,Supermarket Type1,1988.760259,1.293
FDL22,16.85,0.036383293,12,OUT035,Snack Foods,91.0488,Medium,3,Tier 2,Supermarket Type1,1086.5856,0.706
FDC45,17.0,0.135733218,19,OUT046,Fruits and Vegetables,169.9106,High,3,Tier 1,Supermarket Type1,2688.526326,1.748
FDJ10,5.095,0.226744199,31,OUT019,Snack Foods,140.2838,High,3,Tier 1,Grocery Store,361.3631713,0.235
NCN26,10.85,0.048004263,18,OUT010,Household,117.5808,Medium,2,Tier 3,Grocery Store,351.5424,0.229
NCM54,17.7,0.059044681,19,OUT046,Household,127.9678,Medium,3,Tier 1,Supermarket Type1,2024.37313,1.316
FDR27,15.1,0.096249842,17,OUT049,Meat,134.4942,Medium,2,Tier 1,Supermarket Type1,2119.9072,1.378
NCR53,12.15,0.144338493,31,OUT027,Health and Hygiene,224.4404,Very_High,2,Tier 3,Supermarket Type3,6976.2524,4.535
DRG48,5.78,0.014552313,12,OUT035,Soft Drinks,145.1102,High,3,Tier 2,Supermarket Type1,2467.127918,1.604
FDI58,7.64,0.070992494,7,OUT018,Snack Foods,92.012,Medium,2,Tier 3,Supermarket Type2,1254.672498,0.816
FDS11,7.05,0.055558509,19,OUT046,Breads,224.7088,Very_High,3,Tier 1,Supermarket Type1,3131.9232,2.036
FDI48,11.85,0.056033565,9,OUT017,Baking Goods,51.4666,Low,2,Tier 2,Supermarket Type1,974.0654,0.633
FDP28,13.65,0.081096613,9,OUT017,Frozen Foods,261.2936,Very_High,2,Tier 2,Supermarket Type1,3131.9232,2.036
FDZ10,17.85,0.044644617,7,OUT018,Snack Foods,126.202,Medium,2,Tier 3,Supermarket Type2,1747.657614,1.136
FDZ19,6.425,0.093002339,31,OUT027,Fruits and Vegetables,177.7712,High,2,Tier 3,Supermarket Type3,4921.5936,3.199
DRJ13,12.65,0.105265475,18,OUT010,Soft Drinks,159.9578,High,2,Tier 3,Grocery Store,962.7468,0.626
NCZ18,7.825,0.18516682,31,OUT027,Household,253.8698,Very_High,2,Tier 3,Supermarket Type3,5411.783458,3.518
DRZ11,8.85,0.113123893,7,OUT018,Soft Drinks,122.5388,Medium,2,Tier 3,Supermarket Type2,1609.9044,1.046
DRB01,7.39,0.082574393,7,OUT018,Soft Drinks,190.253,High,2,Tier 3,Supermarket Type2,2737.018239,1.779
NCM05,6.825,0.059968347,14,OUT045,Health and Hygiene,264.2226,Very_High,2,Tier 2,Supermarket Type1,4075.47873,2.649
FDY40,15.5,0.101162247,17,OUT049,Frozen Foods,48.8692,Low,2,Tier 1,Supermarket Type1,952.6420802,0.619
FDF08,14.3,0.065195229,12,OUT035,Fruits and Vegetables,88.9856,Medium,3,Tier 2,Supermarket Type1,1669.8264,1.085
NCT53,5.4,0.048076217,29,OUT013,Health and Hygiene,164.1526,High,1,Tier 3,Supermarket Type1,2619.48028,1.703
FDX55,15.1,0.060424871,14,OUT045,Fruits and Vegetables,216.4166,Very_High,2,Tier 2,Supermarket Type1,2830.3158,1.84
NCN55,14.6,0.064557854,12,OUT035,Others,242.3538,Very_High,3,Tier 2,Supermarket Type1,5287.7836,3.437
DRJ11,9.5,0.09327886,14,OUT045,Hard Drinks,190.9872,High,2,Tier 2,Supermarket Type1,3025.3952,1.967
FDA57,18.85,0.03961061,29,OUT013,Snack Foods,41.648,Low,1,Tier 3,Supermarket Type1,759.012,0.493
NCZ17,12.15,0.079416624,12,OUT035,Health and Hygiene,36.2506,Low,3,Tier 2,Supermarket Type1,737.8613728,0.48
FDT28,13.3,0.063513272,29,OUT013,Frozen Foods,149.9708,High,1,Tier 3,Supermarket Type1,2106.5912,1.369
DRM59,5.88,0.003591414,12,OUT035,Hard Drinks,153.3998,High,3,Tier 2,Supermarket Type1,2597.995487,1.689
FDY03,17.6,0.076552407,9,OUT017,Meat,110.5202,Medium,2,Tier 2,Supermarket Type1,450.0808,0.293
FDQ23,6.55,0.024664556,9,OUT017,Breads,103.3332,Medium,2,Tier 2,Supermarket Type1,2050.664,1.333
FDD35,12.15,0.025904641,17,OUT049,Starchy Foods,118.844,Medium,2,Tier 1,Supermarket Type1,2009.922314,1.306
FDL50,12.15,0.04239889,14,OUT045,Canned,126.1046,Medium,2,Tier 2,Supermarket Type1,1998.849064,1.299
DRL01,19.5,0.076798609,31,OUT027,Soft Drinks,231.8958,Very_High,2,Tier 3,Supermarket Type3,8413.0488,5.468
FDB22,8.02,0.111347923,29,OUT013,Snack Foods,155.6998,High,1,Tier 3,Supermarket Type1,2502.056702,1.626
NCI42,18.75,0.01040777,7,OUT018,Household,209.4954,Very_High,2,Tier 3,Supermarket Type2,2500.7448,1.625
FDY47,8.6,0.05443912,29,OUT013,Breads,128.831,Medium,1,Tier 3,Supermarket Type1,1038.648,0.675
FDT13,14.85,0.01867669,9,OUT017,Canned,188.7214,High,2,Tier 2,Supermarket Type1,3956.8494,2.572
FDN56,5.46,0.179191782,18,OUT010,Fruits and Vegetables,146.2786,High,2,Tier 3,Grocery Store,445.3190222,0.289
NCH18,9.3,0.044751804,14,OUT045,Household,243.8802,Very_High,2,Tier 2,Supermarket Type1,3761.75057,2.445
FDY21,15.1,0.174462585,9,OUT017,Snack Foods,197.711,High,2,Tier 2,Supermarket Type1,3217.807963,2.092
FDV59,13.35,0.080387424,18,OUT010,Breads,219.2166,Very_High,2,Tier 3,Grocery Store,1524.0162,0.991
FDR39,20.35,0.083783437,12,OUT035,Meat,180.7292,High,3,Tier 2,Supermarket Type1,3010.369136,1.957
FDS01,11.6,0.017741644,12,OUT035,Canned,178.3686,High,3,Tier 2,Supermarket Type1,2984.422687,1.94
FDA28,16.1,0.047792845,12,OUT035,Frozen Foods,126.1362,Medium,3,Tier 2,Supermarket Type1,3271.7412,2.127
NCT06,17.1,0.038956669,9,OUT017,Household,165.1842,High,2,Tier 2,Supermarket Type1,2710.352289,1.762
NCA05,20.75,0.027515378,29,OUT013,Health and Hygiene,149.4734,High,1,Tier 3,Supermarket Type1,2969.468,1.93
FDG38,8.975,0.05271917,12,OUT035,Canned,84.9224,Medium,3,Tier 2,Supermarket Type1,1568.488058,1.02
FDS24,20.85,0.062321222,17,OUT049,Baking Goods,87.2514,Medium,2,Tier 1,Supermarket Type1,265.6542,0.173
FDB15,10.895,0.137023446,17,OUT049,Dairy,263.7568,Very_High,2,Tier 1,Supermarket Type1,7646.0472,4.97
FDZ33,10.195,0.116446086,18,OUT010,Snack Foods,147.2076,High,2,Tier 3,Grocery Store,739.038,0.48
NCP43,17.75,0.03055448,17,OUT049,Others,179.166,High,2,Tier 1,Supermarket Type1,2923.23337,1.9
DRJ23,18.35,0.041733666,17,OUT049,Hard Drinks,190.1872,High,2,Tier 1,Supermarket Type1,3117.626253,2.026
FDN49,17.25,0.125200788,12,OUT035,Breakfast,41.648,Low,3,Tier 2,Supermarket Type1,679.116,0.441
FDG20,15.5,0.125883329,17,OUT049,Fruits and Vegetables,175.4028,High,2,Tier 1,Supermarket Type1,2917.114614,1.896
